Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2019-02-11,Hostel,2005,https://boxd.it/Dzrnn,1,,Just cut the eye off with scissors. That'll do it.,,2019-02-10
2019-02-12,Overlord,2018,https://boxd.it/DCzbv,3.5,,Not the meathook NOOOOOOOOO,,2019-02-11
2019-02-14,Drive,2011,https://boxd.it/DIKLV,4.5,,Yo stop stabbing people Bernie 😡😡😡,,2019-02-13
2019-02-18,West Side Story,1961,https://boxd.it/DUHYh,1,,"Ever wanted 2.5h to feel like 5? Well, this movie's for you! Got some cool songs ig",,2019-02-17
2019-03-10,Spirited Away,2001,https://boxd.it/EZumj,4.5,,"I haven't watched a lot of anime but Studio Ghibli have really set the bar for any future films or shows I watch.

The animation in Spirited Away was incredible. The amount of detail in each shot was amazing, and really helped draw me into the world and its storyline.",,2019-03-09
2019-03-15,Vice,2018,https://boxd.it/FfS2p,2.5,,Well...the parts that <i>weren't</i> directed like a YouTube video essay were alright.,,2019-03-14
2019-03-18,The Big Short,2015,https://boxd.it/Fqf6J,4.5,,Wow.,,2019-03-17
2019-05-11,Shazam!,2019,https://boxd.it/HZUDx,3,,Endgame has spoiled every superhero movie for me...,,2019-05-10
2019-09-06,Zodiac,2007,https://boxd.it/NZ3Th,4,Yes,"A great film with superb directing, only slightly let down by the pacing near the end.",,2019-09-03
2019-09-06,Cube,1997,https://boxd.it/NZKgd,4,,Went in with relatively low expectations and they were greatly surpassed. Good film. Would watch again.,,2019-09-02
2019-09-06,Four Weddings and a Funeral,1994,https://boxd.it/O0a7h,3.5,,Duckface packs a mean right hook.,,2019-09-05
2019-09-10,Hereditary,2018,https://boxd.it/OdSfF,4.5,,"Yeah, you know, I dig it. Good film. Not quite as scary as I expected but there were some really good scenes throughout.",,2019-09-09
2019-09-20,John Wick: Chapter 2,2017,https://boxd.it/OIKo7,4,,"I think the thing I love the most about this series is the existence The Continental and The High Table. It's such an interesting concept for the criminal underworld to all follow the rules set out by Winston, lest they be excommunicated from The Continental.

Great film. The action sequences were stunning as expected.",,2019-09-19
2019-09-21,It Chapter Two,2019,https://boxd.it/OKZdH,3,,"Started strong but the ending, like Bill's books, sucked.

Never mind though because Chapter 1 is really the proper 'It' reboot.",,2019-09-20
2019-09-25,Chain Reaction,1996,https://boxd.it/P0v0l,2,,Woah.,,2019-09-25
2019-09-26,The Room,2003,https://boxd.it/P2dfB,1,,It's baaaaaad.,,2019-09-26
2019-09-28,Microwave Massacre,1979,https://boxd.it/P7epd,0.5,,A dopey construction worker discovers the wonders of meal prepping.,,2019-09-27
2019-10-20,Inner Workings,2016,https://boxd.it/QooQ7,3.5,,It made Manu cry so it must be good.,,2019-10-19
2019-10-20,Moana,2016,https://boxd.it/QoFj5,4,,"Amazing visuals, uplifting storyline. Really good.",,2019-10-19
2019-10-29,Brightburn,2019,https://boxd.it/QXAL9,2.5,,"It was so chaotic and over-the-top at some points that it almost became a comedy. I still got some form of morbid enjoyment out of it, primarily for the sheer amount of chaos caused in the film.

-1 for Billie Eilish at the end.",,2019-10-28
2019-11-05,Arrival,2016,https://boxd.it/Rpo7n,5,Yes,"It's so fun watching this with friends who haven't seen it before, and waiting to see when it <i>clicks</i> for them.",,2019-11-05
2019-11-09,Up in the Air,2009,https://boxd.it/RDc2j,4,,"Wow, fuck Alex.",,2019-11-09
2019-11-26,Ford v Ferrari,2019,https://boxd.it/SEYDt,5,,I really can't find anything to dislike about this film. 10/10,,2019-11-26
2019-12-04,Jumper,2008,https://boxd.it/TaxpN,2,,"What a God-awful film.

... 

I love it.",,2019-12-03
2019-12-06,Die Hard,1988,https://boxd.it/ThzJz,3,,Hmm...,,2019-12-05
2019-12-08,Knives Out,2019,https://boxd.it/Tox6J,4.5,,Better than <i>Ready or Not</i>,,2019-12-07
2019-12-09,Dredd,2012,https://boxd.it/TtKGl,3,,"Anyone: *does anything*
Dredd: <b>:-{</b>

It was enjoyable enough, I guess. I feel like the film was trying to be super intense and violent but it didn't really land for me unfortunately.

Soundtrack is lit though.",,2019-12-08
2019-12-16,Chef,2014,https://boxd.it/TVFkv,4,,If r/FoodPorn made a film...,,2019-12-15
2019-12-18,Spectre,2015,https://boxd.it/U5GOB,3,,Pretty average. Didn't feel like anything really...<i>happened</i>,,2019-12-18
2019-12-25,Blackadder's Christmas Carol,1988,https://boxd.it/UAlAv,4,,It wouldn't be Christmas without this,,2019-12-24
2019-12-26,Klaus,2019,https://boxd.it/UDAob,4,,Yeah that was pretty cute,,2019-12-25
2019-12-27,Amélie,2001,https://boxd.it/ULSEx,4,,"Best film I've seen this year!

I think I'll go and live in Paris now.",,2019-12-26
2019-12-30,Cats,2019,https://boxd.it/V2ned,2,,"Ok, I didn't <i>hate</i> it.
The choreography is really quite good, and the music actually slaps!

...and then the cats start doing ballet again. 

But no. I really recommend you go and see it.",,2019-12-29
2019-12-31,Parasite,2019,https://boxd.it/V8Eor,4,,"This movie is a fucking roller-coaster from start to finish. Thank you Bong Joon-Ho, very cool.",,2019-12-30
2020-01-02,Mission: Impossible – Fallout,2018,https://boxd.it/Vn0H9,4,,Sometimes all you need are helicopter chases and big explosions.  <i>Fallout</i> delivers.,,2020-01-01
2020-01-28,Hoodwinked!,2005,https://boxd.it/XR4lp,4.5,,"The script is so fucking good, but the animation is so fucking <i>bad.</i>

A perfect 5/7",,2020-01-27
2020-02-07,Jojo Rabbit,2019,https://boxd.it/YGozt,4.5,,I don't understand how one film can make me feel so many different emotions.,,2020-02-06
2020-02-10,Whiplash,2014,https://boxd.it/YZ3Q7,5,,This film is one of the greats.,,2020-02-09
2020-02-16,Cars 3,2017,https://boxd.it/ZtpbP,4,,The film Cars 2<i> should </i>have been.,,2020-02-15
2020-02-19,The Big Short,2015,https://boxd.it/ZNBPH,4,Yes,"""Oh, is that the accounting documentary?"" - a friend who doesn't appreciate good films",,2020-02-18
2020-02-24,The Current War,2017,https://boxd.it/10crdD,2.5,,Every shot was either handheld or Dutch angle. Someone buy them a spirit level.,,2020-02-23
2020-02-26,Sonic the Hedgehog,2020,https://boxd.it/10obKF,2.5,,My favourite part was when Jim Carrey started simping over Sonic's feet pics.,,2020-02-25
2020-03-02,Children of Men,2006,https://boxd.it/10NPsV,4.5,,i'm baby,,2020-03-01
2020-03-07,Uncut Gems,2019,https://boxd.it/11a29L,3,,"I can't deny that the ending was good, but overall I just found it a bit loud and annoying. Howard deserved everything that came to him.",,2020-03-06
2020-03-17,Chicago,2002,https://boxd.it/11XBJx,5,,"Absolutely incredible. I was captivated the entire film. 
<i>
Loved </i>how they interlaced show-biz scenes and choreography in between the real-life shots.

11/10",,2020-03-16
2020-03-21,Ender's Game,2013,https://boxd.it/12n4H1,2.5,,Yeah... Read the book instead,,2020-03-20
2020-03-24,The Invisible Man,2020,https://boxd.it/12GjiX,4.5,,Fantastic fucking film.,,2020-03-23
2020-03-26,Upgrade,2018,https://boxd.it/12TYOh,4,,Where can I buy one?,,2020-03-25
2020-03-27,The Lobster,2015,https://boxd.it/130bGR,3,,"It was pretty interesting for the first two thirds or so, but then I felt it just got reeeeaally slow.",,2020-03-26
2020-03-29,Ad Astra,2019,https://boxd.it/13f6hH,4.5,,"I feel very calm after watching Ad Astra. That's pretty much all I can say. I'm gonna try and actually write some kind of review (or my thoughts, at least) because I honestly feel the film deserves it. 

Ad Astra did an amazing job of mirroring the calm, measured approach taken by the main character (Roy McBride) in most situations and I was pleasantly surprised by it, having gone into the film expecting an Interstellar-style romp across the solar system with the usual hurdles to overcome and plot devices to explore. Every scene had an air of tranquility to it, which I think worked wonders to reinforce Roy's personality upon us: unphased, calm and collected.

Visually, Ad Astra was <i>stunning</i>. I think this might be my favourite space film if I had to rank them on wow-factor alone. I loved the futuristic yet realistic aesthetic of the spacecraft, stations and other technologies, as well as the beautiful planet shots as the film moved forwards.

For some reason, this film really struck a chord with me and I felt compelled to write some stuff about it. Definitely recommend watching it if you haven't.",,2020-03-28
2020-03-30,Now You See Me 2,2016,https://boxd.it/13nUwt,2.5,,"Aside from the fact that most of the film's acts rely on everyone but the Horsemen being low-IQ brainlets, and aisde from the fact that the FBI and police have to be incompetent morons to not catch them, and aside from the fact that there were so many double, triple or quadruple bluffs I lost track, and aside from the fact that obviously The Four Horsemen were only ever really in <i>mild</i> peril, and aside from the fact it had one of <i>the</i> most cookie-cutter plots I've ever seen, and aside from the fact...










...the parts where they did the magic were cool and, I hate to say it, almost redeemed the entire film for me.",,2020-03-29
2020-04-01,The Dark Knight,2008,https://boxd.it/13CPm9,4.5,Yes,"This really is just <i>such </i>a good film.

It's no surprise to me that The Dark Knight still sits as the third highest rated film ever on IMDb. The 2 and a half hours positively fly by and, upon my most recent watching, I think I finally appreciate the storyline for how good it was, instead of just finding all the action sequences exciting.

The whole dynamic surrounding keeping Harvey Dent's image as that of an incorruptible, lawfully good man (and letting Batman take the fall for all of Harvey's shortcomings) was entirely lost on me up until now, and I'm so glad I took the time again to be able to experience it.",,2020-03-31
2020-04-05,The Dark Knight Rises,2012,https://boxd.it/14a7R1,4,,Crazy how Gotham looks more and more like New York as the trilogy progresses...,,2020-04-05
2020-04-09,The Machinist,2004,https://boxd.it/14AeZj,3,,"Unfortunately, I think this was just one of those films I didn't really <i>get</i>. 
Most of the storyline just seemed to be the classic ""depressing, confusing, man's-life-falls-apart"" trope and it wasn't perhaps until the last 20-25 mins that it sort of <i>clicked</i> for me.

It was fine, but I wouldn't watch it again.",,2020-04-08
2020-04-11,TRON: Legacy,2010,https://boxd.it/14PLqr,3,,"6/10 film, 10/10 soundtrack

The CGI really holds up well imo",,2020-04-10
2020-04-14,Signs,2002,https://boxd.it/15gQKl,2.5,,"Oh no the aliens don't like water, what a trope!",,2020-04-13
2020-04-15,Enemy,2013,https://boxd.it/15oRhZ,3.5,,"I can't tell if I enjoyed the film or not, and I think that just about sums it up. Gonna need to go and read the fan theories about this one because there was a <i>lot</i> left unexplained that I need to know.",,2020-04-14
2020-04-17,Gone Girl,2014,https://boxd.it/15Dvl1,4.5,,I am so...<i>incredibly...</i>annoyed that Amy Elliot wasn't completely butchered by the end of the film.,,2020-04-16
2020-04-18,Whiplash,2014,https://boxd.it/15JYJt,5,Yes,"This film has to, by far and away, have the best final scene of all time. I literally cannot fault anything in the movie. Fantastic.",,2020-04-17
2020-04-21,A Ghost Story,2017,https://boxd.it/168VgN,3,,"""Nothing matters in the end because we're all going to die and no-one will remember us"" isn't something I particularly vibe with but thanks for the TED Talk, bald guy in dungarees.",,2020-04-20
2020-04-29,Kung Fu Panda 2,2011,https://boxd.it/177miB,2.5,,It was all going so well and then I had to hear Mantis's Seth Rogen-ass laugh cut through the final scene like a hot knife through butter.,,2020-04-28
2020-05-09,Atomic Blonde,2017,https://boxd.it/18kF3P,2.5,,"The staircase scene was A-tier, and I really liked how you could visualise what it might've looked like as the graphic novel but aside from that it didn't <i>really</i> grab me.",,2020-05-08
2020-05-11,Shame,2011,https://boxd.it/18AVZR,3.5,,"I don't think I'll ever be able to scrub the image of Michael Fassbender's sweaty, shuddering, grimacing orgasm face from my brain...",,2020-05-10
2020-05-12,Sicario: Day of the Soldado,2018,https://boxd.it/18J8Rx,3,,"I decided to split my review into two parts.

<b>Part 1</b>
Benicio del Toro is so fucking cool, and every scene with him in bristles with <i>Sicario</i> energy.

<b>Part 2</b>
Everything else about this film falls so far into standard US Military genre that it forgets almost everything that made the first film so good.",,2020-05-11
2020-05-15,Annihilation,2018,https://boxd.it/192XyJ,4,,"<a href=""https://youtu.be/_-jxNAfSrPI"">Annihilation in 2 minutes. </a>",,2020-05-14
2020-05-18,Jumanji: Welcome to the Jungle,2017,https://boxd.it/19oGLF,2.5,,What I would give to have Karen Gillan look me in the eyes and tell me she's into nerds...,,2020-05-17
2020-05-23,Widows,2018,https://boxd.it/19XC3J,4.5,,"I forgot how good this film was! Amazing cast, too 😍",,2020-05-22
2020-05-25,Dune,1984,https://boxd.it/1adTDV,2,,"Honestly, I think I enjoyed this about as much as I enjoyed the book, which wasn't very much.

I think, by trying to fit the entire novel into a two hour film, Lynch has created a bit of an unintelligible, uninspiring mess, with an ending that just kind of fizzles out.",,2020-05-24
2020-05-27,First Reformed,2017,https://boxd.it/1asxS5,3.5,,"It definitely a good film, but I feel like it might've gone over my head somewhat.

Perhaps I'm not clever enough yet to fully appreciate The Film.",plex,2020-05-26
2020-05-29,Man of Steel,2013,https://boxd.it/1aIQtP,3.5,,"I now remember how much I hate it when the US Military gets shoehorned into films for no apparent reason.

<i>Man of Steel</i> was, for me, genuinely a really enjoyable superhero movie spliced with generic army content that shift the story from, ""Alien being fights his own with massive, world-scale destruction,"" to, ""Haha, US army goes brrrrrrrrr.""

On the other hand, this film has Amy Adams <i>and</i> Henry Cavill in it...so maybe I can forgive its shortcomings 😍",,2020-05-28
2020-05-30,Argo,2012,https://boxd.it/1aLY8B,4,,"I'm honestly a stickler for dramas like this. 

I do feel like there were some very obviously ""Hollywood-ified"" moments throughout the film but overall I really eniyed it.",,2020-05-29
2020-06-01,Batman v Superman: Dawn of Justice,2016,https://boxd.it/1b03rV,2.5,,My only question: how on Earth did Lois Lane manage to run across all that rubble in high heels??,,2020-05-31
2020-06-02,Captain Phillips,2013,https://boxd.it/1b6gfv,5,,"It's been 7 years since I first watched this, and I think it evoked an even stronger emotional response this time around.

The sheer tension, almost right from the get go, as you see events unfold both on and off the ship is exhilarating; I don't think I've watched many films that manage it so well.

Additionally, I'm so incredibly <i>grateful</i> that we're shown the pirates' sides of the story - it helps to blur the line between the 'good' and the 'bad' guys somewhat, as you begin to sympathise with Philips' captors.",,2020-06-01
2020-06-07,Game Night,2018,https://boxd.it/1bBbZb,3,,<b>WHY DOES JASON BATEMAN SMILE LIKE THAT??? </b>,,2020-06-06
2020-06-09,Sliding Doors,1998,https://boxd.it/1bQUQN,2.5,,Can't wait for <i>Sliding Doors 2: Return of the Jerry</i>,,2020-06-08
2020-06-10,Steve Jobs,2015,https://boxd.it/1bX9Jz,5,,I fucking <i>loved</i> this film.,,2020-06-09
2020-06-17,You Were Never Really Here,2017,https://boxd.it/1cGIZR,3,,"One day somethings going to <i>click</i>, and I'll actually start understanding films like this.",,2020-06-16
2020-06-18,A Monster Calls,2016,https://boxd.it/1cMHgD,4,,Where can I get my own Liam Neeson Ent that breaks into my house and reads me bedtime stories?,,2020-06-17
2020-06-22,Tomb Raider,2018,https://boxd.it/1dbW5F,2.5,,"Did I accidentally watch a TV-friendly version that cut out most of the cool action sequences and violence? <b>Yes.</b>

Do I feel like I really missed out on a lot? <b>No.</b>

Is Alicia Vikander still hot as hell and cool as fuck? <b><i>yES.</i></b>",,2020-06-21
2020-06-25,The Vast of Night,2019,https://boxd.it/1dtXtJ,4.5,,"<i>""Charming""</i>

I think that's how I'd describe this film.

<i>The Vast of Night</i> was an intense, atmospheric film that told a beautiful story and made me feel an excitement and nostalgia for an era before I'd even been born.

So much is packed into its ninety minute timeframe that you'd expect the film to be fast-paced and energetic through and through; However, it's those moments when everything slows down - and to remember to breathe - that really made me fall in love with the unfolding story and its characters.

Visually, <i>The Vast of Night</i> is really quite a beautiful film. It has a lot of the 50s neon and Midwestern architecture you'd expect from such a film, and the camera work feels so superbly tied to the action and motion on screen that I couldn't help but be drawn in and fixated until the very end.

I didn't go into this film expecting to like it as much as I did, but I now <i>cannot</i> recommend it enough.",,2020-06-24
2020-06-28,Glass,2019,https://boxd.it/1dL1pP,3.5,Yes,"I think this film is <i>so</i> much better if you watch it with the rest of the trilogy, back-to-back.

A lot of little character developments and subplots(?) take place in <i>Unbreakable</i> and <i>Split, </i>and they make such a huge difference to how good <i>Glass </i>is when you watch it.",,2020-06-27
2020-06-29,Mortal Engines,2018,https://boxd.it/1dS3GR,2.5,,"Really not that good. I think it could've worked better as a six-part miniseries on the BBC, Sunday nights at 9pm...you know?",,2020-06-28
2020-07-07,Searching,2018,https://boxd.it/1eHBHL,4.5,,<b><i>Wow.</i></b> I'm speechless. What an incredible film! I went into it with relatively modest expectations but am absolutely blown away by how well the social media/tech angle worked for the story.,,2020-07-06
2020-07-10,Bait,2019,https://boxd.it/1eZctZ,4.5,,The best part of this was my mum trying to justify the behaviours of the posh people.,,2020-07-09
2020-07-11,Your Name.,2016,https://boxd.it/1f5Erf,5,,"Watching this for the first time was one of those experiences I'm deeply, deeply sad that I won't be able to have ever again.",,2020-07-10
2020-07-17,The Gentlemen,2019,https://boxd.it/1fLhIh,4,Yes,"Definitely carried by the first half, imo. Also not too keen on the unnecessary (attempted) rape scene and spattering of casual racism.",,2020-07-16
2020-07-18,Snatch,2000,https://boxd.it/1fRkOp,3,,"Damn, <i>everyone's</i> gotta be a smart ass, haven't they?",,2020-07-17
2020-07-19,Yesterday,2019,https://boxd.it/1fXADf,4,,"I'd give everything up for Lily James, too.",,2020-07-18
2020-07-19,Kingsman: The Secret Service,2014,https://boxd.it/1g1UR5,3.5,Yes,Doesn't hold up quite as well as I remembered but still pretty good!,,2020-07-19
2020-07-21,Kingsman: The Golden Circle,2017,https://boxd.it/1gaJ4p,2.5,,"Who in God's name decided it would be a good idea to use Country Roads as the ""sad, emotional song"" in this film.",,2020-07-20
2020-07-28,Sicario,2015,https://boxd.it/1gV13B,4.5,Yes,"Holy shit, just as good as the first time I watched it.",,2020-07-27
2020-07-30,Tag,2018,https://boxd.it/1h667Z,2,,Hmm....,,2020-07-29
2020-07-31,American Animals,2018,https://boxd.it/1hc2qP,4,,"I'd give this an 8. But like, a very <i>strong</i> 8.",,2020-07-30
2020-08-02,Catch Me If You Can,2002,https://boxd.it/1hoaEf,4.5,Yes,"So all I have to do to get a job in the FBI is spend the first few years of my life as a fake pilot/doctor/lawyer with millions of dollars to my name?

Sign me up!",,2020-08-01
2020-08-05,Election,1999,https://boxd.it/1hMqVT,3.5,,"It's now my headcannon that Ferris Bueller decided to go back into education as a teacher after discovering a newfound appreciation for the teachers he messed around back in 1986.

I had no expectations going into this film, but I'm very glad I watched it! the kind of stereotyped characters all work incredibly well together, and their stories are deftly woven into a main thread that stayed interesting and entertaining through to the very end.",plex,2020-08-04
2020-08-07,Dunkirk,2017,https://boxd.it/1hUJJ9,4.5,,"How did everyone keep their hair so perfectly styled throughout the movie?

There can only be one answer: <i>Professional Sea Salt Spray, </i>by Toni & Guy.",bluray,2020-08-06
2020-08-08,Crazy Rich Asians,2018,https://boxd.it/1i0qfh,3.5,,"First off, this film's soundtrack absolutely <i>bops.</i>

Secondly, I completely understand why Manu cried watching this. 😭",cinehub,2020-08-07
2020-08-10,Collateral,2004,https://boxd.it/1ifdSl,2.5,,"I don't know, maybe I wasn't in the right mood for this movie tonight but it just really started to drag for me after the first hour or so.

I stopped watching about 20 minutes from the end becuase i no longer cared about any of the characters or what was going to happen to them...

The first half was pretty good though! Max and Vincent developed a pretty interesting dynamic that I wish could've been fleshed out a bit more perhaps.",plex,2020-08-09
2020-08-12,V for Vendetta,2005,https://boxd.it/1isBXZ,3.5,Yes,7/10 for Hugo Weaving's voice alone.,,2020-08-11
2020-08-15,Slow West,2015,https://boxd.it/1iL0SV,3.5,,"I want to live in <i>Slow West</i>'s world. It feels like a simpler time; riding through massive, open plains, venturing through forests, trekking through narrow, towering canyon trails, with the only worries being the food in your bag and the people you travelled with. Occasionally, you might stumble across a lone trading outpost - or, if you're lucky, a small town - perfectly placed for you to rest, restock and continue on your journey, wherever that may be.

Yeah... I think that would be nice.",plex,2020-08-14
2020-08-16,True Grit,2010,https://boxd.it/1iPMJv,3.5,,Maybe...the true grit...was the friends we made along the way? 🥺👉👈,,2020-08-15
2020-08-17,Watchmen,2009,https://boxd.it/1iZgO9,3.5,,"Watched the Snyder cut of this film, and I guess I'm glad I did?
For the most part, I don't think it's <i>that</i> much better than any other superhero film but it's definitely up there somewhere.

Worth a watch, but I doubt it'll blow your mind or anything.",bluray,2020-08-16
2020-08-20,Solo: A Star Wars Story,2018,https://boxd.it/1jhyqZ,2.5,,"Pretty bland and emotionless throughout, I think...",,2020-08-19
2020-08-25,Derren Brown: Pushed to the Edge,2016,https://boxd.it/1jNLPH,3.5,,"Have seen this a couple of times but it's always fun to watch with new people, seeing their reactions at the increasingly outrageous requests being made of Chris.

Part of me still suspects that everyone's and actor and they're <i>all</i> in on it, though...",netflix,2020-08-24
2020-09-05,Tenet,2020,https://boxd.it/1l0yJV,4.5,,"Yeeeee boy what a banger of a film. Soundtrack fucking <b>SLAPS, </b>and the whole premise really jams with me 😍",cinema,2020-09-05
2020-09-06,Never Let Me Go,2010,https://boxd.it/1l3Cgp,3.5,,"""No Carey Mulligan, don't donate your organs you're so sexy aha""",plex,2020-09-05
2020-09-10,The Social Dilemma,2020,https://boxd.it/1lwNrB,3.5,,"Whilst I did <i>enjoy</i> this documentary, and agreed with the points it put forward, I can't help but notice the irony(?) surrounding the fact it argues against the ""maximising engagement"" model yet is a <i>Netflix Original.</i>

Seriously though, this is definitely worth a watch. Even if you're someone who thinks they're already aware of all the tactics social networking companies use to manipulate you and keep you glued to your phone it's refreshing to be reminded of such by a bunch of other people, all who at some point worked <i>for</i> those companies.",netflix,2020-09-09
2020-09-17,Nocturnal Animals,2016,https://boxd.it/1meMtT,3.5,,"Definitely deserves more than a 7/10, I think, but I didn't give it the attention it deserved this time around. 

This is one of those films that I really need to watch a second time and/or discuss with someone else in oder to feel like I ""understand"" it. Its pretty straightforward in premise - there are two interleaving stories being shown throughout the film - but it definitely went over my head a bit in how (and, to be honest, <i>whether</i>) they link together and play off each other.

But yeah, a solid watch, good cast, amazing scenery and atmosphere.",plex,2020-09-16
2020-09-24,The Girl Who Leapt Through Time,2006,https://boxd.it/1mWrPH,3.5,,"Torn between giving this a 6 and a 7, to be honest.

Cool plot. I feel like the romance was a little bit forced? Really likeable characters.",plex,2020-09-23
2020-09-28,Call Me by Your Name,2017,https://boxd.it/1nlhRj,4,,"Oh to spend the summer in an old Italian villa with a bunch of book and a bicycle to explore the countryside.

Although it'd be way too hot and I'd probably complain so...you can't have everything I guess 😝",plex,2020-09-27
2020-09-28,Enola Holmes,2020,https://boxd.it/1npSdt,2.5,,"I realised about halfway through that I didn't actually care for the story that much.

I <i>really</i> didn't like the final 30 minutes or so.

The ""breaking the 4th wall"" stuff mostly worked quite well but I think there were a couple of moments where it fell flat or pulled me away too much from the film.

Unfortunately, I wasn't all that convincing as a Sherlock, unless he was aiming down  the more himbo Sherlock path.

Millie Bobby Brown was really good though, and carried the film for most of it, I'd say!",netflix,2020-09-28
2020-10-04,The Guest,2014,https://boxd.it/1nWuar,3,,"I don't for a second believe that the school had a budget big enough for that Halloween prom setup.

Also, could the Mum have cared <i>any</i> less when she found out her son was dead???

A pretty enjoyable film, though! Maybe a slightly odd tone throughout, like I'm not entirely sure if it wanted to take itself seriously or be lighthearted.",plex,2020-10-03
2020-10-08,12 Angry Men,1957,https://boxd.it/1opdef,5,,"Really impressed with this film; I'm so glad I finally watched it!

It took me a while to realise but I think my favourite aspect was how each person embodied a different kind of ""stereotype"" and how their viewpoints were gradually changed by our non-Angry Man over the course of the film. 

Off the top of my head, I can remember:
<b>- Juror 1:
- Juror 2: </b>The Newbie
<b>- Juror 3: </b>The Stubborn One
<b>- Juror 4: </b>The Logical One
<b>- Juror 5: </b>The One-That-Can-Relate
<b>- Juror 6: </b>
<b>- Juror 7: </b>The Clown
<b>- Juror 8: </b>Our Hero 😍
<b>- Juror 9:</b>
<b>- Juror 10: </b>The Racist
<b>- Juror 11: </b>
<b>- Juror 12: </b>The Clueless One

OK looking back on that maybe they don't <i>all </i>quite fit into categories but I still think, beyond reasonable doubt (see what I did there 😉), it's one of the best parts of the film.

I didn't really believe I'd be capitavated by an hour and a half of pure dialogue but <i>boy </i>was I happy to be proven wrong. 100% you <i>have</i> to watch this as soon as you get the chance.",plex,2020-10-07
2020-10-10,Monty Python and the Holy Grail,1975,https://boxd.it/1oB8eX,3.5,,"I think most of the good, quotable stuff is definitely towards the first half of the film.

Feels like it starts to drag a bit towards the end 😞",dvd,2020-10-09
2020-10-11,Angel Beats!,2010,https://boxd.it/1oMHm5,4,,"Very much enjoying my foray into anime so far. Angel Beats was recommended to me by a friend, and what an amazing series!

I was a little put off by how surreal the first episode was (at least compared to <i>Erased</i>, which I'd just finished watching) but I leant into it and was rewarded with a funny, emotional, heartfelt show that left little else to be desired.",netflix,2020-10-11
2020-10-13,Spotlight,2015,https://boxd.it/1oXAwf,4,,It's a docudrama with Mark Ruffalo? Instant 4 stars.,dvd,2020-10-12
2020-10-16,Panic Room,2002,https://boxd.it/1peOf7,4,,"<i>Damn, </i>what an anxiety-inducing ride. Thank you, Fincher!",netflix,2020-10-15
2020-10-20,The Accountant,2016,https://boxd.it/1pHHPP,3.5,,"I liked this! It was one of those films where actors from other things I'd watched kept appearing, and I kept going <i><DiCaprio pointing meme> </i>whenever I saw them.

The end was perhaps a little bit too ordinary for my liking but I can't exactly say what I would've done instead. 

But yeah, worth a watch.",plex,2020-10-19
2020-10-22,Se7en,1995,https://boxd.it/1pTU2l,4.5,,"Holy shit I didn't know what I was getting into before watching this. One my favourite films in recent times, I think.

As much as we hate Spacey now, I can't deny he did a stellar performance (for the small part he was on-screen). Big props to Brad and Morgan (we're best friends so I can use their first names) for carrying the rest of the film, too.",plex,2020-10-21
2020-10-23,Dark Waters,2019,https://boxd.it/1q0ho7,4.5,,"Rob Billot, you fucking <i>g.</i>

Yet another smashing docudrama about a big scandal being uncovered, and Big Corporate using their Business Power® to try and smother it and save themselves a bit of money.",plex,2020-10-22
2020-10-26,Phantom Thread,2017,https://boxd.it/1qslNL,4.5,,"Exquisite. This an <i>exquisite</i> film.

The soundtrack was gorgeous, the background and sets were beautiful. Daniel Day Lewis and Vicky Krieps were perfect in their roles.

Although, I can't help but dislike Alma just a little bit...",plex,2020-10-26
2020-10-28,The Favourite,2018,https://boxd.it/1qAB99,3.5,,"I didn't like this as much as I thought it would, tbh.",plex,2020-10-27
2020-10-29,The Descent,2005,https://boxd.it/1qJbLz,3,,"Eh, it didn't live up to the reviews for me, unfortunately...

I didn't really find as scary as I was hoping (perhaps I expected more terror than gore and violence), so was a bit disappointed in that department.

Still worth a watch though.",cinehub,2020-10-28
2020-10-31,It Follows,2014,https://boxd.it/1qXjK3,3,,"Honestly just fob it off onto some businessman that commutes to a different country every month. Problem solved.

I'm having a bit of a lackluster time at the moment finding a horror film that hits the levels of tension and fear in looking for. I want to be physical scared by what I watch and I haven't yet found the film I'm looking for. <i>It Follows </i>definitely had its moments (my fitness band was happy to report a heart rate if 120bpm at some points) but overall I just felt a little bored by it, especially after hyping myself up for it for so long.",plex,2020-10-30
2020-11-01,Drive,2011,https://boxd.it/1r2BPb,4,Yes,"Always forget how unabashedly violent some of the scenes in this film are, and Iove it!",plex,2020-10-31
2020-11-01,The Life Aquatic with Steve Zissou,2004,https://boxd.it/1r5gWV,3.5,,"Oddly charming. Very Wes Anderson, but also very different to his other films (that I've seen).

Glad I watched it :)",plex,2020-10-31
2020-11-02,Train to Busan,2016,https://boxd.it/1rfmjZ,4,,"It took me <i>TWO </i>years to finally see it, and somehow it <i>still</i> lived up to my expectations!

Definitely one of my favourite zombie films to date. Jack, Manu, Caroline, Karinna, I still can't believe you watched it without me 😭",dvd,2020-11-01
2020-11-03,The Queen's Gambit,2020,https://boxd.it/1rmhFP,5,,This has to be one of <i>the </i>best shows I have <i>ever </i>watched! I can't remember the last time I've been so invested in a character and their story. <b>Incredible. </b>,netflix,2020-11-02
2020-11-03,The Cloverfield Paradox,2018,https://boxd.it/1rn33T,2,,"Awful, bad, horrible film. I'm annoyed I spent 1h40 watching this. It's not a Cloverfield film whatsoever. 

I feel like this is a great example to show someone when they want to know what makes a film script bad.",netflix,2020-11-02
