Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2021-04-19,Maze Runner: The Death Cure,2018,https://boxd.it/1NTvBB,2,,"Honestly some of the most generic, uninspired drivel I've ever had the displeasure of watching.

<i>Death Cure</i> is all explosions, gunfire and shattered glass with no substance to back it up, coupled with every trope you could expect from a YA Sci-fi book turned movie.

And they didn't even have the decency to keep Newt alive to the end. 😡",,2021-04-18
2021-04-21,Spectral,2016,https://boxd.it/1ObJXn,2,,"Take a shot every time someone says some variation of, ""move it"" or, ""let's go!""

Really aggressively mediocre story and acting, but surprisingly good CGI!",,2021-04-20
2021-04-24,The Falcon and the Winter Soldier,2021,https://boxd.it/1OwrP3,2.5,Yes,"I didn't enjoy this as much as I was hoping. And I was <i>really</i> hoping it was going to be amazing.

When we watched the first episode all my friends bemoaned the fact it felt like we'd gone straight back to Phase One Marvel, with none of the crazy, wacky, magical multiverse stuff that WandaVision set up and basically worked off. Personally I wasn't too bothered by it and welcomed something a bit more ""grounded in reality"" instead of being too unbelievable. But boy oh boy, though, this shit got dull <i>fast</i>! I've become so used to Phase Three Marvel that watching a bunch of strong people punch each other and run around warehouses has become really dull!

I did like the political and humanitarian sides of this show, though, because I don't really feel like Marvel has taken the time to address them in anything else of theirs yet. Not sure I'm qualified to assess how <i>well</i> they covered them but I at least feel like it was taken seriously, sensitively and with the best of intentions?

Looking back I definitely enjoyed WandaVision more, which I'm surprising myself by saying, but FATW is definitely worth at least a 6/10 overall.

Praying for Loki to blow these previous two shows out of the water, ngl.",,2021-04-23
2021-04-25,Stowaway,2021,https://boxd.it/1OJWcd,3,,"Not quite the Sci-fi thriller I was expecting, but overall a very competent movie.",,2021-04-24
2021-04-28,Nobody,2021,https://boxd.it/1PdbWD,3.5,,"Glad I watched it, and the first half or so felt very novel and entertaining!

Was let down a little bit in the second half with the classic ""evil Russians"" cliche and the budding up with old friends trope, which just led to it all feeling a bit hollow for me.

Odenkirk is absolutely great, though, and I really need to see him in more stuff! Might even have to put myself through Breaking Bad so I can then watch Better Call Saul or something.",,2021-04-27
2021-05-09,Giri/Haji,2019,https://boxd.it/1QGS21,4,,"Yeah, this is good. Like, <i>really </i>good.

It's refreshingly different to your average drama, with some really imaginative cinematography, a beautiful multi-culturalness, and a well thought out, intricately woven storyline.",,2021-05-08
2021-05-14,The History of Future Folk,2012,https://boxd.it/1RlLqn,2.5,,"Definitely not what I was expecting - especially with the <i>incredibly</i> misleading poster that Netflix showed me - but it had its  moments of whimsical charm.

The music was the best part of this, which is good I suppose, given that it's one of the main focusses of the movie. Aside from that though, I felt like the storyline was pretty weak and it kind of fell weirdly somewhere between ""indie musical"" and ""low budget comedy"".",,2021-05-13
2021-05-15,Take Shelter,2011,https://boxd.it/1RtICr,4.5,,"Honestly very powerful, and it spoke to me in some way I can't really explain. Shannon and Chastain both give amazing performances in this, and I'd be really pressed to find something I disliked.",,2021-05-14
2021-05-16,The Year Earth Changed,2021,https://boxd.it/1RDDfx,4,,"Really heartwarming, and a welcome change of pace from all the doom and gloom in the news at the moment.

It is depressing, however, to think/know that as soon as everything opens back up again life will go straight back to normal again and no-one will really bat an eyelid at the recoveries made by the planet and its species in our absence. Seeing how quickly the air pollution in some cities reduced once the roads emptied out was incredible; who'd have thought the Himalayas had been hidden behind that massive cloud of smog all this time!?

I hope enough people watch this because it was really good. Nature is healing and we are the virus.",,2021-05-15
2021-05-20,The Way Back,2020,https://boxd.it/1SaDAV,3.5,,"Ben Affleck is very good as usual! No surprises there, though.

Would've liked to see his personal battles interleaved a bit more with those of the basketball team, rather than them being split into very obvious segments, and the soundtrack could probably sound a little less generic?

Overall, though, I though this was a really solid movie!",,2021-05-19
2021-05-24,Molly's Game,2017,https://boxd.it/1SHEgD,3.5,,It was fine. They definitely tried to hype it up by getting Jessica Chastain to narrate a bunch of fast-paced poker games and it worked because they were the most interesting bits!,,2021-05-23
2021-05-25,Dawn of the Planet of the Apes,2014,https://boxd.it/1SQ0fN,3.5,,"The soundtrack and cinematography in this are absolutely <i>amazing</i>.

I don't think <i>Dawn</i> is as good as <i>Rise </i>but it certainly nabs the second spot with ease.",,2021-05-24
2021-05-27,Promising Young Woman,2020,https://boxd.it/1T5fTD,3,,"Hmm, yeah... Interesting!

I'm not quite sure what my thoughts are on this one, because I didn't hate it but I also didn't like it all that much either.
It felt quite unsure in its footing, especially the first half, and was nowhere near as polished as I thought it would be.

Carey Mulligan is, unsurprisingly, amazing in her role and Burnham is...okay, I guess? I haven't seen him before in <i>anything</i> so this was his acting debut for me. Everyone else, however, felt like single-use characters, used solely for the purpose of moving a scene forward.

I think the storyline had a lot of potential and I was a little disappointed with how it ended, too. Would've liked to see it fleshed out more, although maybe that would be hard for an admittedly small-scale revenge flick like this - I think that's what frustrates me slightly: it could've been so much more, and had a much larger, emotional impact than it did.",,2021-05-26
2021-05-29,Army of the Dead,2021,https://boxd.it/1TjI8f,2.5,,😒,,2021-05-28
2021-05-31,A Quiet Place,2018,https://boxd.it/1TBVhv,4,Yes,"Basically as good as I remember!
Shame about the people across the aisle from me who decided the best use of their £16 ticket was to provide each other with a running commentary <i>all</i> the way through.

It's crazy how much respect <i>A Quiet Place</i> demands from its viewers, in terms of sitting as silently as possible, carefully eating their snacks to avoid crackling the packaging and incurring wrath of all the other moviegoers. And everyone complies!

Can't wait to watch the second part!",everyman reigate,2021-05-30
2021-05-31,A Quiet Place Part II,2020,https://boxd.it/1TDlLt,4,,"Just as good as the first one, I would say.

It definitely helped that I went to a back-to-back screening of the two movies (thank you Everyman for hosting it), and that <i>Part II</i> picks things up from pretty much exactly where the original left them.

Cooler setpieces, more characters, more story, more monsters! It's exactly what I'd hoped it would be.",everyman reigate,2021-05-30
2021-06-06,The Daytrippers,1996,https://boxd.it/1Uqltn,4,,"I felt a connection to this movie on a really compelling level.

This story taking place over the course of a single day in 90s New York, filled with a cast of eccentric caricatures and set to a wonderfully breezy yet emotional soundtrack make for an extremely authentic-feeling setting - one which I'd love nothing more than to be able to live in and experience for myself. 

The acting felt a little ropey at some points, especially near the beginning, but that to added to this film's charm for me. There were some lovely comparisons of similarity between different characters, too, which I would love to keep an eye out for again on another watch!

Schreiber absolutely stole every scene he was in, with the ""educated, overly self-important writer"" role he plays.",,2021-06-05
2021-06-18,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,https://boxd.it/1VXxTH,4,,"Literal <b>chills.</b>

<i>Demon Slayer</i> is an incredible series in many ways, and <i>Mugen Train</i> serves as a great accompaniment to - and continuation of - the TV anime. 

In the space of just two hours we're treated to a great story, emotional character development, and some of the most wonderfully-crafted fight sequences I've ever seen, all coupled with the same amazing animation, sound design and soundtrack that made Season 1 so popular.

Highly recommend watching this if you've finished the first season of Demon Slayer, and I <b><i>massively</i></b> recommend watching the first season of Demon Slayer if you still haven't seen <i>that</i>!",,2021-06-17
2021-06-20,Soul,2020,https://boxd.it/1WcVoX,4.5,Yes,"I enjoyed this even more the second time around!

Stunningly animated, beautifully scored, and it tells a really powerful, emotive story that perhaps caters more to older viewers than younger audiences, which is a really good move I think.",,2021-06-19
2021-06-20,Piper,2016,https://boxd.it/1Wdq1Z,4,,"Head empty. No thoughts, only piper.",,2021-06-19
2021-06-22,Little Miss Sunshine,2006,https://boxd.it/1Wv9aB,3.5,,You've gotta love a big family dance number.,,2021-06-21
2021-06-29,The Wolverine,2013,https://boxd.it/1Xonuv,3.5,Yes,"It feels kinda weird to see Wolverine in a movie with any reference to X-Men whatsoever, but I don't think it was bad by any stretch.

The action sequences were really fun (especially the bullet train) and I appreciate how Wolverine's abilities are beginning to be framed more as a curse of life now. It sets up the theme for movies like <i>Logan </i>really well. 

I do think it was probably a little long for my liking, and the final act was definitely quite anticlimactic but it overall it was a good watch and a neat addition to the X-Men series (even though it basically has very little bearing on any of the other movies)!",,2021-06-28
2021-07-01,The Devil Wears Prada,2006,https://boxd.it/1XBZ8N,4,,"I have no idea <i><b>when</b> </i>I watched this but I saw a trailer and instantly knew that I definitely did at some point, and had a great time too!",,2021-06-30
2021-07-01,Haywire,2011,https://boxd.it/1XCI1R,2.5,,"It's a competent spy thriller, but it's also just a bit <i>dull</i>.

Carano really doesn't look like she's putting any effort into her acting whatsoever, and comes across incredibly wooden and uncaring for the duration of the movie.

The story is bland and uninteresting (and also a bit confusing), which is a shame because the cast has so much potential (McGregor <i>and</i> Fassbender!?) and I just feel like they're not utilised at all to do anything extraordinary!

The film is perforated with these long moments of silence, with or without dialogue, and I feel like Soderbergh was aiming to use these to inject tension and emotion into the scenes, when really all they achieve is a sense of awkwardness instead... 

The cinematography and soundtrack, on the other hand, are really quite good. David Holmes's score is jazzy, intriguing and mysterious, and Soderbergh frames his shots beautifully and really works to make every shot interesting. 

The fight scenes were also surprisingly good! They lack all of the intensity and punch of Hollywood action movies and are instead are full of long cuts and brutal choreography which serves really well in conveying their realism and keeping them feeling grounded.

Probably worth a watch, especially since its only an hour and a half long.",,2021-06-30
2021-07-02,No Sudden Move,2021,https://boxd.it/1XL1Ef,3.5,,"Stylistically, everything about this was on <i>point, </i>but damn if the story didn't fly over my head a bit. I think I'll need to watch it again sometime to fully appreciate it.

Soderbergh's decision to film everything through a fisheye was a choice, too. Feel like my eyes did me a runner whenever there was a long panning shot (spoiler alert: there were many)",,2021-07-01
2021-07-03,The Tomorrow War,2021,https://boxd.it/1XT4fj,3.5,,"I'm really sorry but I actually quite enjoyed this movie!

It's a Hollywood cheese-fest turned up to 11 but it does it <i>so</i> well and feels <i>so</i> gratifying to watch.

Aliens that shoot <i>spikes</i> from 5-meter long <i>tentacles</i> on their <i>backs</i>? Mental. 

Swarms of said aliens climbing up the sides of buildings? Mental.

Hand-to-hand <i>combat</i> with the Alien Queen on the edge of an arctic precipice? Fucking <i><b>mental.</b></i>

I had a <i>lot</i> of fun and I'm not ashamed to say it.",,2021-07-02
2021-07-04,The Great Gatsby,2013,https://boxd.it/1XYFSn,2,,"Honestly fuck it this movie is so dull and Di Caprio says ""old sport"" so much I want to off myself

The only redeeming part is Carrie Mulligan.",,2021-07-03
2021-07-07,The Talented Mr. Ripley,1999,https://boxd.it/1Yx2nl,4.5,,"Utterly gripping, and hauntingly beautiful.
I enjoyed this movie far more than I expected I would, and was drawn in by its incredible cast and deeply interesting story.

Struggling to actually write a proper review because, well, I'm bad at writing reviews but I would definitely watch again.

Matt Damon honestly does some of his best acting here, and it's my headcanon that the end of this movie ties directly into the beginning of <i>The Bourne Identity</i>",,2021-07-06
2021-07-09,The Informant!,2009,https://boxd.it/1YMNeZ,3.5,,"An shockingly unbelievable story which grows and grows and spirals out of control as the movie progresses and the pieces of the puzzle fall into place.

Soderbergh perfectly combines the serious content matter of an investagtion into corporate fraud and embezzlement with the levity of an upbeat, almost slapstic sountrack to create a truly unique and enjoyable movie!

Matt Damon is, unsurprisngly, the linchpin of the entire film, carrying it from scene to scene with some really great acting and once again proving how talented he is at playing a huge range of different characters - I recently watched <i>The Talented Mr Ripley</i> and you'd almost think his parts were cast to two different people.

I really enjoyed this!",,2021-07-08
2021-07-11,Black Widow,2021,https://boxd.it/1Z6e3R,3,,"Things I liked about Marvel's <i>Black Widow</i>:
- Marvel movies are back! 
- Florence Pugh
- <b><i>TASKMASTER TASKMASTER TASKMASTER</i></b>

Things I disliked about Marvel's <i>Black Widow</i>:
- It's dull and feels inconsequential to the rest of the MCU
- Dreykov sounds like a New Yorker sometimes
- Taskmaster gets like <i>no</i> screen time AND should've had so much more
- Also the other thing about Taskmaster",,2021-07-10
2021-07-15,Loki,2021,https://boxd.it/1ZGiY5,3,,"<b>Spoilers ahead!</b>

Mmm, yeah, well at least it was better than <i>Falcon & The Winter Soldier</i> (by a <i>lot</i>).

As with the previous two Marvel TV shows, I think Loki suffers from a case of Massively-failing-to-live-up-to-audiences-expectations Syndrome. The direction the showrunners took the storyline in from Episode 2 onwards was entirely not what I was hoping but you know what, I can live with that. 

They pulled my interest back with conspiracy theories and mysterious, unanswered questions, all hinting at some Grand Reveal™ in the season finale and guess what? <i>A fat load of Nothing!</i> No decisive end to the first season, only filler, exposition and setup to keep the viewers hanging on so Disney can milk their wallets just a little bit more with Loki Season 2, which <i>has</i> to be so much better, right guys? I'm sure everyone online will continue to rave over this show as if it's the second coming of Christ because Marvel have some dedicated fans yo!

...

Still miles better than <i>Falcon & The Winter Soldier</i>, though...although that's not a very high bar.",,2021-07-14
2021-07-16,The Girl with the Dragon Tattoo,2011,https://boxd.it/1ZQ7PL,4.5,,"Fincher, you amazing man, you've knocked it out of the park yet again.

Perhaps the fastest two-and-a-half hours I've ever spent, full of gritty cinematography, tense writing and an eerie, beautiful score to round things off.

Rooney Mara <i>absolutely</i> steals the show. This is her movie through and through, and it's made only better with the likes of Craig and Skarsgård performing their roles to perfection as well. 

The first half in particular is utterly incredible. It's fast-paced, intriguing and draws you in right from the start, until you reach the halfway mark and realise you're perching on the edge of your sofa, hand over your mouth, completely lost for words and desperate to know what happens next. 

I'm just sad there aren't more of these for me to watch. 

<i>Can we talk about that title sequence too? Amazing!</i>",,2021-07-15
2021-07-17,Murder Mystery,2019,https://boxd.it/1ZZyb7,2,,It was pretty atrocious...but also quite fun.,,2021-07-16
2021-07-18,The Change-Up,2011,https://boxd.it/20a4xp,1.5,,Oh god this made <i>Murder Mystery</i> look good.,,2021-07-17
2021-07-19,Color Out of Space,2019,https://boxd.it/20q4dr,3.5,,"I'm usually someone who prefers to know exactly what's going on in a movie at all times, but every so often I really enjoy subjecting myself to more surreal titles, where there may not be a clear resolution, or where questions are left unanswered at the end.

<i>Color Out of Space</i> definitely fills this position and I really enioyed it!

It wasn't the best in terms of acting, or editing but it was competent and that's enough for me.",,2021-07-19
2021-07-20,Jaws,1975,https://boxd.it/20uRwF,4,,there is a big shark :),,2021-07-19
2021-07-24,The Post,2017,https://boxd.it/213dmF,3.5,,"<i>""the only way to assert our right to publish, is to publish""
</i>
I enjoyed this! It was well-paced, had a stellar cast - the kind where you keep pointing out, saying, ""oh! He/She was in [show]!"" all excitedly - and fitting soundtrack too.

The only slight downside was that it was fine. That's it. Just fine. I felt it was lacking something. Some oomph. Not sure why though, but it's why I don't feel able to give it above a 7.

Still very enjoyable, though, and a fine addition to the collection of ""press discovering massive scandal"" genre.",,2021-07-23
2021-07-27,Stranger Than Fiction,2006,https://boxd.it/21voTh,4,,"I fully expected this to be a low-effort, brash movie that one might find buried in the depths of Netflix under the ""Laugh Out Loud Comedies"" section. 

Instead I just spent the last two hours watching a beautifully heartwarming, thoughtfully-crafted, incredibly inventive story about, amongst other things, a man breaking free of his monotonous life through a seemingly innocuous interaction with a woman in a bakery. 

Will Ferrell gives the best performance of his career alongside Emma Thompson, Dustin Hoffman and Maggie Gyllenhaal, who all just light up this movie in the best of ways.

I'm so glad this subverted my expectations because that only made it all the more enioyable.",,2021-07-26
2021-07-28,A Parks and Recreation Special,2020,https://boxd.it/21CCRD,,,Wouldn't be fair to give this a rating. This is peak Early-Covid lockdown media at its best and I loved seeing all the cast again after recently having finished watching <i>Parks & Rec</i> myself.,,2021-07-27
2021-08-01,Prometheus,2012,https://boxd.it/22bIP9,3.5,Yes,"<i>Prometheus</i> kind of reminds me of the <i>Cloverfield</i> ""trilogy"" in the sense that it really feels like this could've been a standalone film at first, with the Alien parts tacked on at the last minute to tie it to something more substantial and perhaps help with ticket sales on release day. If it weren't directed by Ridley Scott himself then I think I'd really be entertaining that train of thought.

Visually, I really enjoyed this. It's modern enough to have great CGI and combines that with sweeping vistas and some nice practical effects to create a movie which feels like a realistic and upgraded version of the orignal <i>Alien</i>.

The story, on the other hand, is pretty dire. It's hard to believe that a company spending $1 <i>trillion</i> would hire a crew of such incompetent people and feel comfortable sending <i>them</i> off to be the first people to meet humanity's creators. Because of this, it's no fun watching all the terrible things that happen to them because...you can completely see it coming? It would be much cooler to watch an actual, <i>functioning</i> team of people do everything right and <i>still</i> just get absolutely wrecked by the monstrosities created by those Engineers.

There are also far too many questions left unanswered (some of which I'm not sure were done intentionally) with the only solace being that a <i>few</i> of them are answered a little bit more in the <i>Alien: Covenant</i> (or as I like to call it, <i>Alien: Convent</i> - how cool would it be to have a movie with a bunch of Xenomorphs running around dressed like nuns??)",,2021-07-31
2021-08-04,Deep Cover,1992,https://boxd.it/22FFWB,4,,"<i>""A man has two things in this world: his word and his balls - or is that three things?"" </i>",,2021-08-03
2021-08-05,Attack the Block,2011,https://boxd.it/22OhtD,3.5,,"It's good! Flows really well, with great characters and a perfect balance of humour and sci-fi horror throughout - the script is full of some <i>cracking</i> lines. 
There's definitely the social commentary aspect of it to touch on as well, which I think is carried out extremely effectively too!",,2021-08-04
2021-08-06,The Suicide Squad,2021,https://boxd.it/22VdeX,4,,I missed most of the movie because I was too distracted by how cute the pet rat was.,,2021-08-05
2021-08-08,Lost in Translation,2003,https://boxd.it/23eNx5,4,,"This movie really had to make me going and feel emotions, huh? Wamth, fuzziness, happiest, sadness, loneliness, hopefulness, all the things. I sat for a bit, just watching the credits roll, to give myself time to process it.

If nothing else, I really empathised with the feelings of being stuck in an unfamiliar place, all by yourself, without people around you as a network to spend time with and lean on when you need support. <i>Lost in Translation</i> expertly translates that lyrical loneliness into film and I'm equal parts glad and upset I was able to relive it again.

There's a beautiful romance that blossoms between Murray and Johansson's characters, two kindred spirits at very different stages of their lives who find each other in the noise and bright lights of a sleepless city in a foreign country. Their relationship flowers as they share their nights together, not necessarily in a romantic way at first but as a mutual kind of love for each other - two people experiencing the same emotions of loss, loneliness and, above all else, an uncertainty about their place and purpose in the world. This relationship is overshadowed and made all the more fragile by the knowledge that its destined to end, to fail, that within the week they will be forced apart from one another, pulled away from their brief period of respite and thrust back into the lives they so desperately want to escape.

The second half is definitely where this movie's strengths lie, for me, but I think that makes sense given the first half is used very effectively to set everything up. Murray and Johansson both perform amazingly in this, and the atmosphere and emotion throughout is really, really, very good.",,2021-08-07
2021-08-09,Calibre,2018,https://boxd.it/23qyMj,3.5,,That's a damn good yarn. Really solid movie all the way through.,,2021-08-08
2021-08-11,Jason Bourne,2016,https://boxd.it/23IVqh,2.5,,"I'm a huge fan of the original <i>Bourne</i> Trilogy, and I even enjoyed <i>Legacy </i>as well, but this one is far too bland and inconsequential to really be worthy of the <i>Bourne</i> moniker.

Far too much shaky cam, not enough downtime between the action sequences, and a laughably small amount of plot, all stretched to <i>two hours</i> of runtime 😵",,2021-08-10
2021-08-12,The Mummy,1999,https://boxd.it/23R99F,3.5,,"Imhotep really out here trying to exchange Rachel Weisz for some other woman. That's a bad trade, my guy.",,2021-08-11
2021-08-14,Harry Brown,2009,https://boxd.it/246QxZ,4,,"While it's hard to ignore the agenda that's definitely being pushed, this is a really good revenge movie. It's emotional, bittersweet, and elegantly crafted in the best of ways. Michael Caine is great in this, as well as all the other main and supporting characters on both sides of the story. 

As mentioned, though, it's hard to see past what essentially feels like a ""good vs. bad"" undertone stretching throughout the entire film. Clearly we're supposed to see the police as a force for good in the fight against London's estate-dwelling, violent, drug-riddled youth, but I think the dialogue around that is much more nuanced that is represented here. Definitely worth keeping this in mind when watching, because I caught myself more times than I expected actually rooting against the ""heroes"" of this story and siding with the ""villains"". If that's intentional then bravo, I think that's a good move.

Anyway, I was expecting a Kingsman movie, and I got something much better. I enjoyed this.",,2021-08-13
2021-08-15,Pig,2021,https://boxd.it/24giHB,4.5,,"Finally some fucking good food.

This is really an outstanding film, and I enjoyed every second of it.",,2021-08-14
2021-08-16,Free Guy,2021,https://boxd.it/24r7AV,3.5,,"I was fully expecting a low-effort, cheesy video game movie but I actually really enjoyed this!

Most, if not all of the jokes and gags landed perfectly for me and the attention detail in how players interact with video games worlds was super appreciated - I even noticed the classic ""player struggling with poor internet and lagging everywhere"" character in the background for a couple of scenes, which was hilarious!

Definitely petered out towards the end as it felt they were trying to shoehorn in a weak romance subplot but overall I had a blast.

Oh yeah also <i><b>Jodie Comer</b></i> 😍",,2021-08-15
2021-08-18,Beckett,2021,https://boxd.it/24JarN,3,,"Lots to like here!

I love how minimalist the soundtrack was, accompanying the movie with really the barest of drum beats and tense droning strings. Very effective. Also really liked how it was shot; felt raw and realistic, which was a breath of fresh air.",,2021-08-17
2021-08-23,Donnie Brasco,1997,https://boxd.it/25s9HZ,3.5,,<i>Fuhgettaboutit</i> 👌👌,,2021-08-22
2021-08-25,Reminiscence,2021,https://boxd.it/25Ix6b,2,,"I literally could not care less about this movie. 

Cursed exposition. 
Cursed voice-over.
Cursed dialogue.
Cursed story. 

Blessed concept. 
Blessed visuals. 
Blessed set design. 
Blessed Rebecca Ferguson.
Blessed Hugh Jackman. 

That's about it. Honestly feel like it would work better as an Outer Worlds/Bioshock RPG, or a Telltale game, I think.",,2021-08-24
2021-08-27,The Fountain,2006,https://boxd.it/25ZorN,3,,"Really wasn't sure how to rate this.

It's an ambitious storey which, I think, demands a lot from its viewers. Got a little convoluted at times but overall I enjoyed it! I quite liked the process of spotting the similarities on the three stories, and piecing together the information to ""decide"" what the symbolism was meant to be.

Glad it was a short movie, though, because it was a very long ""short movie"".",,2021-08-26
2021-08-28,Chungking Express,1994,https://boxd.it/266QgR,4,,"I watched this specifically because my friend Vic said he didn't like it and that it was a bad film. Sorry Vic, I really enjoyed it! 😁

My favourite part was easily the soundtrack accompanying both of the stories. It was the perfect combination of ""Neon City rainy saxophone"" and ""cheesy romantic pop songs"" and I just vibed super hard with it. 

Stupid grins and warm hearts all round.",,2021-08-27
2021-08-29,Donnie Darko,2001,https://boxd.it/26fDaT,3.5,,"Give me a minute while I Google this.

OK yeah this was a good movie.",,2021-08-28
2021-08-30,The Green Knight,2021,https://boxd.it/26roev,4,,"Yeahhhh this was right up my alley.

I think a lot of people have touched on how story-light this movie is, and I'm not going to disagree. The only thing I can say in rebuttal is, ""yes but <b>holy shit it's so <i>beautiful!</i></b>"".

Seriously, this is by far and away one of the most gorgeous, atmoshperhic movies I've ever seen. <i>The Green Knight</i> has it all: incredible cinematography, breathtaking scenery, lavish setpieces, a mysterious, captivating sountrack, and superb sound design to top it off. All the adjectives.

It's very A24 in all the best ways.",,2021-08-29
2021-08-31,Bringing Out the Dead,1999,https://boxd.it/26Afht,3.5,,"Some very powerful, moving stuff.

I didnt really enjoy it as much as I thought I would - felt like there was a lot of ""dead air"" at time, pardon the pun - but, then again, it's not the sort of movie that lends itself to being <i>enjoyed</i>, per se.

Nicholas Cage definitely gives one of his best, most nuanced performances I've seen, as this exhausted paramedic working a never ending, thankless job.

Definitely worth a watch.",,2021-08-30
2021-09-01,They Live,1988,https://boxd.it/26IWFf,2.5,,"omg what a draggggggg

<b>Edit:</b> sorry my phone was on 1% battery and I had to bash out something quickly.

- Roddy Piper sure does spend a lot of his time just Standing There and Observing Things.
- 90% of this movie is slow, uninteresting build-up.
- It's cheesy but, for me, not in the charming way.

I did like the concept though! I just wasn't expecting it to <i>actually</i> be a B-movie so I guess I was a little thrown.",,
2021-09-03,H2O: The Molecule that Made Us,2020,https://boxd.it/26YkXn,2.5,,"The BBC has definitely spoilt me for documentaries, because this felt quite bland and uninspired by comparison.

It was interesting enough, I suppose, but basing an entire documentary <i>series</i> off literally just ""water"" leaves it very susceptible to being stretched out and lacking in much substance.",,2021-09-02
2021-09-04,The Outpost,2019,https://boxd.it/276CaJ,3,,"Run of the mill US Military movie, but I did enjoy how it felt a bit more down-to-earth and even ""slice of life"" in some way. Helped me resonate with the characters better, I think!",,2021-09-03
2021-09-08,Inglourious Basterds,2009,https://boxd.it/27JkrF,4,,"Very glad I finally watched this! What a great movie!

Christopher Waltz easily steals the show for me.",,2021-09-07
2021-09-09,Burn After Reading,2008,https://boxd.it/27RHsd,3.5,,"<i>""What did we learn, Palmer?"" </i>

<i>""I don't know, sir."" </i>

<i>""I don't fuckin' know either. I guess we learned not to do it again."" </i>

<i>""Yes, sir.""</i>

<i>""I'm fucked if I know what we did.""</i>

What a great movie! So many wonderful actors, with eccentric, over the top performances that work perfectly in this setting and with this kind of story.

Brad Pitt is super good (no surprises) and you just know I was pumped for the surprise JK Simmons appearance 😍",,2021-09-08
2021-09-10,Sidewalls,2011,https://boxd.it/27YZ35,3.5,,"What a charming movie! Gives hope to all us lonely, ruggedly handsome web developers out there 😌",,2021-09-09
2021-09-11,Munich,2005,https://boxd.it/286MJN,4.5,,"Serves as a stark reminder that revenge simply breeds more violence, anger and hatred, and is rarely (never) a satisfying solution to wrongdoing.

Bana is incredible in this. I haven't really been aware of him as an actor before but he portrayed his character very well, and  amazingly displayed his arc from almost vehemently believing he was doing the right thing, to massively regretting his actions and essentially succumbing to the paranoia of being on the receiving end of them.

I realise I haven't actually seen that many Spielberg movies, and I'm very glad I'm beginning to rack that tally up a bit.",,2021-09-10
2021-09-12,The Wolf of Snow Hollow,2020,https://boxd.it/28fMCl,3,,"Hmm, what a strange little movie!

I decided to watch this before <i>Thunder Road</i> mainly because it was the one I had immediately on-hand so definitely an interesting introduction to Jim Cummings. Would be interested to see if he acts like this in his other ""big movie"" too.

Tonally, this was all over the place, and I can't tell how I feel about it. I don't think I <i>dislike</i> it but it definitely made it hard to get into. I was expecting a mysterious, suspenseful, thriller about a cop in a small town solving a mystery (à la <i>Fargo</i>, <i>Twin Peaks</i> or <i>Wind River</i>) and, uh, <i>The Wolf of Snow Hollow</i> was resoundingly Not That.

Didn't hate it though. Definitely something you just have to watch and decide for yourself about.",,2021-09-11
2021-09-14,Duel,1971,https://boxd.it/28yCRX,4,,This happened to me on my drive up to university.,,2021-09-13
2021-09-15,The Insider,1999,https://boxd.it/28GScn,4.5,,"I'm a stickler for dramas like this, so it's no surprise that I <i>really</i> enioyed this one.

Journalistic whistleblowing movies have been made so many times over and yet Mann manages to craft this one in such a delicate and realistic way, keeping it powerful and emphatic without feeling over-dramatised at any point.

The casting is superb and reminded me just how much I love watching Pacino in basically anything he's done; I really love him so much as an actor, even if he does kind of play the same character in lots of his movies 😝

Big praise for this, anyway. I was honestly contemplating giving it 5 stars because there's really so little I want to fault it for.",,2021-09-14
2021-09-17,Terribly Happy,2008,https://boxd.it/28VvMR,3,,"A Danish take on <i>Hot Fuzz</i>, in some ways! Very small scale film, which focuses really nicely on the interplay between characters in a tiny, remote village. Very interesting!",,2021-09-16
2021-09-18,Ocean's Twelve,2004,https://boxd.it/29324d,4,,"Honestly just pure vibes! This is the quintessential heist movie, with impeccable energy, a wonderful soundtrack, and a beautiful cast to boot.

It feels like the Soderbergh and the actors are just having so much fun with the movie, which really pays dividends for the viewer. The many locations are fabulous and grandiose (I now have a sudden urge to visit the French Riviera) and it's all so fun!!! 

I ate a <i>ton</i> of pistachios while watching this, not that it's relevant to either the review or the movie.",,2021-09-17
2021-09-20,The Social Network,2010,https://boxd.it/29l34T,5,Yes,This film is <i>Fight Club</i> for nerds.,,2021-09-19
2021-09-21,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/29u0hX,3.5,,"Far and away some of the best fight choreography I've seen in <i>any</i> Marvel movie, period!

I lost interest to some extent towards the end, when it started to slip back into the familiar Marvel patterns, but overall I enjoyed watching this!",everyman york,2021-09-20
2021-09-22,Shadow in the Cloud,2020,https://boxd.it/29AOzT,,,I've technically watched this movie 😌,,2021-09-20
2021-09-22,The Forever Purge,2021,https://boxd.it/29AYVv,2,,"Hmm yes, this is a movie.",,2021-09-21
2021-09-23,The Hunger Games,2012,https://boxd.it/29INHX,3,Yes,"Stanley Tucci nailing the assignment yet again as Caesar Flickerman.

Been a while since I last watched this (and even longer since I read the book) but I still quite enjoyed it! For a 2-and-a-something hour movie, it actually feels really well-paced, and I felt constantly interested and engaged right through to the end, so that's a massive win in my books.

",,2021-09-22
2021-09-27,The Matrix,1999,https://boxd.it/2agmhL,4,,A great film.,,2021-09-26
