Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2025-10-26,St Trinian's,2007,https://boxd.it/buoEiF,3,,"julia, alice, amelia, sara, apple tv",2025-10-25
2025-11-02,Bring Her Back,2025,https://boxd.it/bzg7H7,3.5,,"julia, ollie, alice",2025-10-31
2025-11-02,Frankenstein,2025,https://boxd.it/bzgjNV,4,,"julia, curzon camden",2025-11-01
2025-11-10,The Roses,2025,https://boxd.it/bF3htx,3.5,,"julia, plex, connie",2025-11-08
2025-11-29,Wake Up Dead Man,2025,https://boxd.it/bROAuh,3.5,,"julia, tom, picturehouse central",2025-11-28
2025-12-08,The Baltimorons,2025,https://boxd.it/bYboeh,3,,"julia, dad, mum, plex",2025-12-07
2025-12-11,Die Hard,1988,https://boxd.it/bZYPZh,4,Yes,"the light redhill, dad, julia, oli",2025-12-08
2025-12-10,TRON: Ares,2025,https://boxd.it/bZBSp1,2,,"dad, plex",2025-12-09
2025-12-12,Me and Earl and the Dying Girl,2015,https://boxd.it/c0Taah,3.5,,"julia, plex",2025-12-11
2025-12-14,Deep Cover,2025,https://boxd.it/c1U4xb,3.5,,"julia, dad, mum, oli, plex",2025-12-13
2025-12-20,Avatar: Fire and Ash,2025,https://boxd.it/c8cDZJ,3,,"manu, jordan, odeon west end",2025-12-20
2025-12-23,The Ballad of Wallis Island,2025,https://boxd.it/cb61Kr,4,Yes,"plex, dad, mum",2025-12-22
2025-12-25,Sentimental Value,2025,https://boxd.it/cdkE33,4,,,2025-12-24
2025-12-26,Gremlins,1984,https://boxd.it/cecd9r,4,Yes,"plex, dad, mum, oli",2025-12-25
2025-12-27,John Wick: Chapter 4,2023,https://boxd.it/cg8Pr9,4,Yes,"plex, dad",2025-12-26
2025-12-28,"What's Up, Doc?",1972,https://boxd.it/cgLp7b,4,,"iplayer, dad, mum",2025-12-27
2026-01-04,Eternity,2025,https://boxd.it/cq57ST,3,,"plex, julia",2026-01-01
2026-01-06,The Wedding Banquet,2025,https://boxd.it/csKzJl,2.5,,"julia, plex",2026-01-03
2026-01-06,Marty Supreme,2025,https://boxd.it/ctTlZV,4.5,,"julia, curzon camden",2026-01-06
2026-01-14,Air,2023,https://boxd.it/cDf2D7,3.5,Yes,"julia, plex",2026-01-13
2026-01-18,28 Years Later: The Bone Temple,2026,https://boxd.it/cGkfKx,3,,"julia, luke, simon, curzon camden",2026-01-17
2026-01-27,Hot Fuzz,2007,https://boxd.it/cR5Tb7,4.5,Yes,"julia, plex",2026-01-24
2026-01-31,Nouvelle Vague,2025,https://boxd.it/cUSKzp,3.5,,"julia, luke, simon, curzon camden",2026-01-30
2026-02-03,The Lord of the Rings: The Return of the King,2003,https://boxd.it/cXCKSr,4.5,Yes,"oli, vue leicester square",2026-02-01
2026-02-10,Bend It Like Beckham,2002,https://boxd.it/d45UXN,2.5,,"julia, plex, lucy, amelia",2026-02-09
2026-02-12,The Intern,2015,https://boxd.it/d5GaKV,3.5,Yes,"julia, picturehouse central",2026-02-11
2026-02-14,Something's Gotta Give,2003,https://boxd.it/d6XTt9,3,,"julia, plex",2026-02-13
2026-02-15,Wuthering Heights,2026,https://boxd.it/d7QKmX,2,,"julia, curzon camden",2026-02-14
2026-02-17,Bugonia,2025,https://boxd.it/da1RrP,4,,"plex, julia",2026-02-15
2026-02-23,Shaun of the Dead,2004,https://boxd.it/dfLwTb,4,Yes,"julia, plex",2026-02-20
2026-02-25,If I Had Legs I'd Kick You,2025,https://boxd.it/diahMd,4,,"curzon camden, julia, luke",2026-02-24
2026-03-02,I Swear,2025,https://boxd.it/dm5JBN,5,,"plex, julia, alice, ollie",2026-03-01
2026-03-13,Sirāt,2025,https://boxd.it/duJMad,3.5,,"julia, plex",2026-03-12
2026-03-15,Hoppers,2026,https://boxd.it/dw6Dxx,4.5,,"julia, curzon camden",2026-03-14
2026-03-15,Hamnet,2025,https://boxd.it/dwl5wb,3.5,,"julia, plex",2026-03-14
2026-03-17,Louis Theroux: Inside the Manosphere,2026,https://boxd.it/dylKNZ,3,,"dad, netflix",2026-03-16
2026-03-18,Sinners,2025,https://boxd.it/dz9YQ9,5,Yes,"julia, plex",2026-03-17
2026-03-19,WALL·E,2008,https://boxd.it/dzVFHN,4.5,Yes,"plex, julia",2026-03-18
2026-03-20,Predator: Badlands,2025,https://boxd.it/dADwkD,2.5,,plex,2026-03-19
2026-03-23,Project Hail Mary,2026,https://boxd.it/dDsjCf,4,,"cineworld leicester square, julia, alice, ollie, imax",2026-03-22
2026-03-26,The Prestige,2006,https://boxd.it/dFX7c5,4.5,,"plex, julia",2026-03-24
2026-03-27,No Other Choice,2025,https://boxd.it/dH7FKf,4.5,,"julia, picturehouse central",2026-03-26
2026-04-01,3 Idiots,2009,https://boxd.it/dLLw8R,3.5,,"julia, plex",2026-03-31
2026-04-04,Inception,2010,https://boxd.it/dOA2kt,5,,"plex, julia, dad, mum",2026-04-03
2026-04-05,When Harry Met Sally...,1989,https://boxd.it/dQaoyj,4,,"plex, julia, mum, dad",2026-04-05
2026-04-12,Interstellar,2014,https://boxd.it/dWxyot,5,Yes,"royal albert hall, julia",2026-04-05
2026-04-18,The Housemaid,2025,https://boxd.it/e0CC5L,2,,"julia, plex",2026-04-17
2026-04-19,Se7en,1995,https://boxd.it/e28DLr,4.5,Yes,"julia, plex",2026-04-17
2026-04-27,The Devil Wears Prada,2006,https://boxd.it/e8a7oX,4,Yes,"plex, julia, hagi",2026-04-26
2026-04-30,Midnight Mass,2021,https://boxd.it/easXBj,3.5,Yes,"julia, plex",2026-04-29
2026-05-10,The Devil Wears Prada 2,2026,https://boxd.it/eipqlN,3,,"vue leicester square, julia, alice, ollie",2026-05-04
2026-05-08,The Drama,2026,https://boxd.it/egJLY9,4,,"julia, plex",2026-05-07
2026-05-10,The Lovely Bones,2009,https://boxd.it/eiztxH,3,,"plex, julia",2026-05-09
2026-05-11,The Sheep Detectives,2026,https://boxd.it/eja4AZ,3.5,,"julia, curzon camden",2026-05-10
2026-05-11,Wild London,2026,https://boxd.it/ejiRZP,4,,"julia, iplayer",2026-05-10
2026-05-11,Oddity,2024,https://boxd.it/ejraqZ,3,,"julia, plex",2026-05-10
2026-05-14,Relay,2024,https://boxd.it/elN5kf,3.5,,plex,2026-05-13
